p3_桃儲_last,p3_停泵日期_last,p3_取樣時間_last,p3_檢驗完成時間_last,p3_靜置H_last,p3_導電度_last,p3_溫度℃_last,p3_密度ｋｇ／ｍ３_last,p4_起泵時間_last,p4_停泵時間_last,p4_start_vol_last,p4_end_vol_last,p4_油溫℃_last,p4_管線壓力Kg/cm2_last,p4_管線溫度℃_last,p4_即時流速(KL/HR)_last,p4_input_管線壓力Kg/cm2_last,p4_input_管線溫度℃_last,p4_EC_end_last,p4_EC_mean_last,p4_EC_median_last,p4_EC_max_last,p4_EC_min_last,p2_起泵時間,p2_停泵時間,p2_油量增加比例,p2_start_vol,p2_end_vol,p2_壓力Kg/cm2,p2_管線溫度℃,p2_即時流速(KL/HR),p2_EC_mean,p2_EC_median,p2_EC_max,p2_EC_min,p3_停泵日期,p3_取樣時間,p3_檢驗完成時間,p3_靜置H,p3_導電度,p3_溫度℃,p3_密度ｋｇ／ｍ３,p4_起泵時間,p4_停泵時間,p4_start_vol,p4_end_vol,p4_油溫℃,p4_管線壓力Kg/cm2,p4_管線溫度℃,p4_即時流速(KL/HR),p4_input_管線壓力Kg/cm2,p4_input_管線溫度℃,p4_EC_end,p4_EC_mean,p4_EC_median,p4_EC_max,p4_EC_min
T-A401,2021-09-02 00:00:00,2021-09-04 04:50:00,2021-09-04 04:50:00,46.0,275.0,30.5,784.7,2021-09-07 04:36:43,2021-09-07 20:25:00,5485.446,1613.835,31.0,8.375176470588235,34.56617647058823,251.7935294117647,3.668235294117647,30.220588235294112,310.0,309.3,310.0,310.0,309.3,2021-09-09 19:05:00,2021-09-10 03:53:00,1.472838781148646,4495.38,6620.97,2.7821818181818183,30.872727272727275,209.63836363636364,312.3,312.3,325.0,312.3,2021-09-10 00:00:00,2021-09-11 04:10:00,2021-09-11 05:10:00,24.0,305.0,30.9,784.7,2021-09-13 18:53:08,2021-09-14 10:30:00,6609.822,2752.544,30.49411764705881,8.248764705882351,34.05294117647058,247.73294117647063,3.742941176470589,30.48529411764705,281.0,283.5,284.2,290.0,281.0
T-A402,2021-09-03 00:00:00,2021-09-06 00:30:00,2021-09-06 01:30:00,40.0,308.0,30.5,784.8,2021-09-08 17:40:01,2021-09-09 13:22:00,6609.003,1649.331,30.83499999999999,8.3897,34.385000000000005,253.467,3.6374999999999993,30.352499999999992,299.0,303.2,299.0,303.2,299.0,2021-09-10 03:54:00,2021-09-10 19:01:00,3.1632863081443965,1674.28,5296.227,2.248944444444445,30.591666666666665,244.41733333333335,316.2,315.6,316.2,315.0,2021-09-10 00:00:00,2021-09-14 03:30:00,2021-09-14 04:30:00,76.0,260.0,30.4,784.8,2021-09-14 14:08:20,2021-09-15 09:20:00,6372.777,4417.68,30.510526315789463,8.46678947368421,33.96973684210527,256.608947368421,3.646315789473684,30.189473684210515,280.0,278.2,279.1,280.0,275.0
T-A402,2021-09-03 00:00:00,2021-09-06 00:30:00,2021-09-06 01:30:00,40.0,308.0,30.5,784.8,2021-09-08 17:40:01,2021-09-09 13:22:00,6609.003,1649.331,30.83499999999999,8.3897,34.385000000000005,253.467,3.6374999999999993,30.352499999999992,299.0,303.2,299.0,303.2,299.0,2021-09-10 19:02:00,2021-09-10 23:28:00,1.2000799778940048,5308.967,6371.185,2.6481666666666666,30.579166666666666,246.73866666666663,298.5,302.8,302.8,298.5,2021-09-10 00:00:00,2021-09-14 03:30:00,2021-09-14 04:30:00,76.0,260.0,30.4,784.8,2021-09-14 14:08:20,2021-09-15 09:20:00,6372.777,4417.68,30.510526315789463,8.46678947368421,33.96973684210527,256.608947368421,3.646315789473684,30.189473684210515,280.0,278.2,279.1,280.0,275.0
T-A403,2021-09-05 00:00:00,2021-09-09 05:30:00,2021-09-09 06:30:00,92.5,295.0,30.8,784.7,2021-09-09 18:03:00,2021-09-10 13:48:00,6628.276,1640.216,30.91578947368421,8.258157894736842,34.59605263157895,254.58157894736848,3.4731578947368424,30.24473684210525,335.0,315.2,315.2,335.0,315.2,2021-09-10 23:29:00,2021-09-11 16:54:00,3.5249917980527647,1667.287,5877.173,2.6936315789473686,30.715789473684207,233.3438947368421,308.4,303.0,308.4,300.0,2021-09-11 00:00:00,2021-09-15 02:35:00,2021-09-15 03:35:00,73.0,280.0,30.4,784.8,2021-09-16 16:20:21,2021-09-17 12:13:00,6578.379,1580.234,30.569999999999997,8.3765,34.175,253.0395,3.670500000000001,30.31875,286.0,286.3,286.2,300.0,286.0
T-A403,2021-09-05 00:00:00,2021-09-09 05:30:00,2021-09-09 06:30:00,92.5,295.0,30.8,784.7,2021-09-09 18:03:00,2021-09-10 13:48:00,6628.276,1640.216,30.91578947368421,8.258157894736842,34.59605263157895,254.58157894736848,3.4731578947368424,30.24473684210525,335.0,315.2,315.2,335.0,315.2,2021-09-11 21:56:00,2021-09-12 00:54:00,1.1191444014671932,5880.889,6581.564,2.3826,30.665,197.9686,320.0,320.0,320.0,320.0,2021-09-19 00:00:00,2021-09-21 00:30:00,2021-09-21 01:30:00,30.0,260.0,30.5,784.8,2021-09-22 14:20:04,2021-09-23 10:06:00,6653.224,2002.231,30.68500000000001,8.40825,34.24,253.2105,3.675,30.329999999999995,291.0,283.6,285.0,291.0,254.0
T-A404,2021-09-08 00:00:00,2021-09-10 02:30:00,2021-09-10 03:30:00,29.0,290.0,30.4,784.7,2021-09-10 20:06:00,2021-09-11 15:50:00,6601.071,1618.549,30.605263157894743,8.218052631578946,34.507894736842104,254.62894736842108,3.440526315789474,30.292105263157893,320.0,316.5,320.0,333.0,316.5,2021-09-12 00:54:00,2021-09-12 21:58:00,4.230926913089721,1565.465,6623.368,2.5828260869565223,30.509782608695648,242.66565217391303,315.3,315.0,315.3,304.0,2021-09-12 00:00:00,2021-09-16 02:00:00,2021-09-16 03:00:00,67.0,266.0,30.5,784.8,2021-09-18 14:32:02,2021-09-19 09:56:00,6631.86,5456.568,28.968421052631573,8.583052631578946,34.06315789473684,256.8315789473684,3.774736842105263,30.382894736842097,332.0,322.9,327.0,332.0,322.9
T-A401,2021-09-10 00:00:00,2021-09-11 04:10:00,2021-09-11 05:10:00,24.0,305.0,30.9,784.7,2021-09-13 18:53:08,2021-09-14 10:30:00,6609.822,2752.544,30.49411764705881,8.248764705882351,34.05294117647058,247.73294117647063,3.742941176470589,30.48529411764705,281.0,283.5,284.2,290.0,281.0,2021-09-14 22:08:00,2021-09-15 13:57:00,2.0225926410809327,2772.717,5608.077,1.9537222222222224,30.465277777777786,215.20183333333333,315.2,316.0,320.0,300.0,2021-09-15 00:00:00,2021-09-17 04:10:00,2021-09-17 05:10:00,50.0,270.0,30.7,784.8,2021-09-19 20:59:01,2021-09-20 19:11:00,6580.094,1536.328,30.96363636363636,8.522409090909086,34.399999999999984,257.2363636363635,3.185,30.25227272727273,288.0,282.8,286.0,289.0,264.0
T-A402,2021-09-10 00:00:00,2021-09-14 03:30:00,2021-09-14 04:30:00,76.0,260.0,30.4,784.8,2021-09-14 14:08:20,2021-09-15 09:20:00,6372.777,4417.68,30.510526315789463,8.46678947368421,33.96973684210527,256.608947368421,3.646315789473684,30.189473684210515,280.0,278.2,279.1,280.0,275.0,2021-09-16 21:59:00,2021-09-17 19:11:00,4.427661183651575,1500.695,6644.569,1.8283333333333331,30.541666666666668,228.88812500000003,304.7,305.4,310.0,300.0,2021-09-17 00:00:00,2021-09-19 03:30:00,2021-09-19 04:30:00,32.0,268.0,30.5,784.8,2021-09-20 19:12:00,2021-09-21 15:01:00,6641.384,1618.011,30.619047619047624,8.32414285714286,34.15476190476191,254.21571428571428,3.395238095238095,30.235714285714277,290.0,280.7,280.7,290.0,270.0
T-A403,2021-09-11 00:00:00,2021-09-15 02:35:00,2021-09-15 03:35:00,73.0,280.0,30.4,784.8,2021-09-16 16:20:21,2021-09-17 12:13:00,6578.379,1580.234,30.569999999999997,8.3765,34.175,253.0395,3.670500000000001,30.31875,286.0,286.3,286.2,300.0,286.0,2021-09-18 21:52:00,2021-09-19 18:59:00,4.272326198401447,1557.408,6653.755,1.9209130434782609,30.56413043478261,227.90017391304357,304.7,300.0,313.0,297.0,2021-09-19 00:00:00,2021-09-21 00:30:00,2021-09-21 01:30:00,30.0,260.0,30.5,784.8,2021-09-22 14:20:04,2021-09-23 10:06:00,6653.224,2002.231,30.68500000000001,8.40825,34.24,253.2105,3.675,30.329999999999995,291.0,283.6,285.0,291.0,254.0
T-A404,2021-09-12 00:00:00,2021-09-16 02:00:00,2021-09-16 03:00:00,67.0,266.0,30.5,784.8,2021-09-18 14:32:02,2021-09-19 09:56:00,6631.86,5456.568,28.968421052631573,8.583052631578946,34.06315789473684,256.8315789473684,3.774736842105263,30.382894736842097,332.0,322.9,327.0,332.0,322.9,2021-09-19 22:08:00,2021-09-20 15:29:00,3.442856098167405,1709.325,5884.96,1.981105263157895,30.61447368421053,225.4211578947369,306.0,306.0,310.0,295.0,2021-09-22 00:00:00,2021-09-23 03:00:00,2021-09-23 04:00:00,26.0,280.0,30.8,784.8,2021-09-24 16:07:03,2021-09-25 11:57:00,6602.133,1590.946,30.557894736842112,8.364684210526315,34.31052631578948,253.43526315789472,3.639473684210525,30.410526315789465,302.0,282.9,282.9,302.0,279.0
T-A404,2021-09-12 00:00:00,2021-09-16 02:00:00,2021-09-16 03:00:00,67.0,266.0,30.5,784.8,2021-09-18 14:32:02,2021-09-19 09:56:00,6631.86,5456.568,28.968421052631573,8.583052631578946,34.06315789473684,256.8315789473684,3.774736842105263,30.382894736842097,332.0,322.9,327.0,332.0,322.9,2021-09-21 21:31:00,2021-09-22 00:47:00,1.1295424898930897,5872.22,6632.922,2.9428,30.85,196.7412,290.0,290.0,290.0,290.0,2021-09-22 00:00:00,2021-09-23 03:00:00,2021-09-23 04:00:00,26.0,280.0,30.8,784.8,2021-09-24 16:07:03,2021-09-25 11:57:00,6602.133,1590.946,30.557894736842112,8.364684210526315,34.31052631578948,253.43526315789472,3.639473684210525,30.410526315789465,302.0,282.9,282.9,302.0,279.0
T-A401,2021-09-15 00:00:00,2021-09-17 04:10:00,2021-09-17 05:10:00,50.0,270.0,30.7,784.8,2021-09-19 20:59:01,2021-09-20 19:11:00,6580.094,1536.328,30.96363636363636,8.522409090909086,34.399999999999984,257.2363636363635,3.185,30.25227272727273,288.0,282.8,286.0,289.0,264.0,2021-09-22 00:47:00,2021-09-22 21:34:00,4.192825341557152,1583.044,6637.427,1.7387826086956522,30.54673913043479,246.3344782608696,302.5,301.5,306.0,296.0,2021-09-22 00:00:00,2021-09-24 04:10:00,2021-09-24 05:00:00,30.0,262.0,30.8,784.8,2021-09-25 22:29:36,2021-09-26 17:42:00,6572.661,1723.724,30.715000000000003,8.34035,34.18375,253.88100000000003,3.568,30.465,302.0,296.3,301.0,304.0,296.3
T-A402,2021-09-17 00:00:00,2021-09-19 03:30:00,2021-09-19 04:30:00,32.0,268.0,30.5,784.8,2021-09-20 19:12:00,2021-09-21 15:01:00,6641.384,1618.011,30.619047619047624,8.32414285714286,34.15476190476191,254.21571428571428,3.395238095238095,30.235714285714277,290.0,280.7,280.7,290.0,270.0,2021-09-22 21:35:00,2021-09-23 18:19:00,4.124053299149411,1613.234,6653.063,2.1671304347826084,30.7358695652174,234.7355217391305,303.8,306.9,315.0,302.0,2021-09-23 00:00:00,2021-09-25 04:20:00,2021-09-25 05:00:00,35.0,270.0,30.8,784.8,2021-09-27 18:27:48,2021-09-28 14:00:00,6579.275,1644.553,30.389999999999997,8.2334,33.85875,253.1115,3.5084999999999997,30.562500000000007,288.0,283.3,285.6,293.0,283.3
T-A403,2021-09-19 00:00:00,2021-09-21 00:30:00,2021-09-21 01:30:00,30.0,260.0,30.5,784.8,2021-09-22 14:20:04,2021-09-23 10:06:00,6653.224,2002.231,30.68500000000001,8.40825,34.24,253.2105,3.675,30.329999999999995,291.0,283.6,285.0,291.0,254.0,2021-09-24 07:59:00,2021-09-25 03:55:00,3.937202186589008,1673.657,6589.526,2.095181818181818,30.646590909090904,232.5367272727273,303.0,305.0,310.0,290.0,2021-09-25 00:00:00,2021-09-28 04:30:00,2021-09-28 05:30:00,72.0,264.0,30.2,784.8,2021-09-29 16:20:21,2021-09-30 12:03:00,6570.947,1586.603,30.08,8.266550000000002,33.660000000000004,254.46150000000003,3.498499999999999,30.472500000000004,285.0,278.8,285.0,290.0,278.8
T-A404,2021-09-22 00:00:00,2021-09-23 03:00:00,2021-09-23 04:00:00,26.0,280.0,30.8,784.8,2021-09-24 16:07:03,2021-09-25 11:57:00,6602.133,1590.946,30.557894736842112,8.364684210526315,34.31052631578948,253.43526315789472,3.639473684210525,30.410526315789465,302.0,282.9,282.9,302.0,279.0,2021-09-25 18:04:00,2021-09-26 14:58:00,4.16107776826118,1598.377,6650.971,1.9701818181818176,30.72840909090909,237.83677272727277,321.7,321.7,340.0,301.0,2021-09-26 00:00:00,2021-09-29 05:00:00,2021-09-29 06:00:00,67.0,264.0,30.3,785.0,2021-10-01 17:41:28,2021-10-02 13:24:00,6622.306,1565.465,30.3,8.4396,33.67625,258.29550000000006,3.5475000000000003,30.483750000000004,300.0,282.3,281.2,300.0,275.0
T-A401,2021-09-22 00:00:00,2021-09-24 04:10:00,2021-09-24 05:00:00,30.0,262.0,30.8,784.8,2021-09-25 22:29:36,2021-09-26 17:42:00,6572.661,1723.724,30.715000000000003,8.34035,34.18375,253.88100000000003,3.568,30.465,302.0,296.3,301.0,304.0,296.3,2021-09-26 21:28:00,2021-09-27 17:53:00,3.834457959203944,1731.687,6640.081,2.150772727272727,30.640909090909087,237.73831818181816,307.8,304.4,336.0,304.4,2021-09-27 00:00:00,2021-09-30 04:50:00,2021-10-01 03:00:00,59.0,275.0,30.4,784.9,2021-10-02 20:49:00,2021-10-03 16:36:00,6633.711,1618.612,30.415000000000003,8.3796,33.89375,255.978,3.4775000000000005,30.31499999999999,342.0,310.9,312.0,342.0,296.0
T-A402,2021-09-23 00:00:00,2021-09-25 04:20:00,2021-09-25 05:00:00,35.0,270.0,30.8,784.8,2021-09-27 18:27:48,2021-09-28 14:00:00,6579.275,1644.553,30.389999999999997,8.2334,33.85875,253.1115,3.5084999999999997,30.562500000000007,288.0,283.3,285.6,293.0,283.3,2021-09-28 15:11:00,2021-09-29 07:08:00,3.3189164472048027,1644.553,5458.134,3.4101578947368423,30.946052631578947,194.07873500071508,303.3,303.3,310.0,303.3,2021-10-01 00:00:00,2021-10-03 06:20:00,2021-10-03 07:20:00,48.0,272.0,30.1,785.0,2021-10-04 21:11:04,2021-10-05 16:46:00,6477.884,6330.31,30.34,8.5012,33.80833333333333,258.612,3.6193333333333344,30.480000000000004,305.0,301.0,303.0,305.0,301.0
T-A402,2021-09-23 00:00:00,2021-09-25 04:20:00,2021-09-25 05:00:00,35.0,270.0,30.8,784.8,2021-09-27 18:27:48,2021-09-28 14:00:00,6579.275,1644.553,30.389999999999997,8.2334,33.85875,253.1115,3.5084999999999997,30.562500000000007,288.0,283.3,285.6,293.0,283.3,2021-10-01 02:01:00,2021-10-01 06:40:00,1.197453848789803,5462.912,6541.585,3.6028856578204405,30.04375,194.07873500071508,304.0,303.0,304.0,303.0,2021-10-01 00:00:00,2021-10-03 06:20:00,2021-10-03 07:20:00,48.0,272.0,30.1,785.0,2021-10-04 21:11:04,2021-10-05 16:46:00,6477.884,6330.31,30.34,8.5012,33.80833333333333,258.612,3.6193333333333344,30.480000000000004,305.0,301.0,303.0,305.0,301.0
T-A403,2021-09-25 00:00:00,2021-09-28 04:30:00,2021-09-28 05:30:00,72.0,264.0,30.2,784.8,2021-09-29 16:20:21,2021-09-30 12:03:00,6570.947,1586.603,30.08,8.266550000000002,33.660000000000004,254.46150000000003,3.498499999999999,30.472500000000004,285.0,278.8,285.0,290.0,278.8,2021-10-01 21:51:00,2021-10-02 18:46:00,4.240122684427676,1558.47,6608.104,1.6687391304347827,30.59130434782609,238.60456521739124,311.0,311.0,315.0,310.0,2021-10-02 00:00:00,2021-10-05 02:30:00,2021-10-05 03:30:00,54.0,260.0,30.3,784.9,2021-10-15 23:58:44,2021-10-16 13:16:00,4976.382,1677.904,29.95333333333333,8.221800000000002,33.55333333333333,249.918,3.632666666666667,29.825000000000003,295.0,293.6,293.6,295.0,293.6
T-A404,2021-09-26 00:00:00,2021-09-29 05:00:00,2021-09-29 06:00:00,67.0,264.0,30.3,785.0,2021-10-01 17:41:28,2021-10-02 13:24:00,6622.306,1565.465,30.3,8.4396,33.67625,258.29550000000006,3.5475000000000003,30.483750000000004,300.0,282.3,281.2,300.0,275.0,2021-10-02 21:54:00,2021-10-03 18:01:00,4.099761314852174,1564.404,6413.683,2.535565217391304,30.60760869565217,206.22891304347823,321.7,325.0,325.0,321.7,2021-10-14 00:00:00,2021-10-16 00:50:00,2021-10-16 06:50:00,38.0,292.0,29.8,784.6,2021-10-16 16:10:03,2021-10-17 11:02:00,6657.341,1905.737,29.352631578947364,8.333684210526314,32.82631578947369,253.6815789473684,3.594210526315788,29.71184210526316,291.0,297.0,296.0,297.0,291.0
T-A401,2021-09-27 00:00:00,2021-09-30 04:50:00,2021-10-01 03:00:00,59.0,275.0,30.4,784.9,2021-10-02 20:49:00,2021-10-03 16:36:00,6633.711,1618.612,30.415000000000003,8.3796,33.89375,255.978,3.4775000000000005,30.31499999999999,342.0,310.9,312.0,342.0,296.0,2021-10-04 22:01:00,2021-10-05 18:27:00,4.054795387423608,1627.637,6599.735,2.003941176470588,30.641176470588235,219.94017647058823,305.4,307.0,312.0,305.4,2021-10-05 00:00:00,2021-10-09 02:00:00,2021-10-09 03:00:00,79.0,275.0,31.0,785.0,2021-10-12 11:44:01,2021-10-13 07:25:00,6569.476,6362.438,29.53,8.090950000000001,32.96499999999999,249.39,3.5970000000000004,30.135,290.0,289.8,289.9,290.0,270.0
T-A401,2021-09-27 00:00:00,2021-09-30 04:50:00,2021-10-01 03:00:00,59.0,275.0,30.4,784.9,2021-10-02 20:49:00,2021-10-03 16:36:00,6633.711,1618.612,30.415000000000003,8.3796,33.89375,255.978,3.4775000000000005,30.31499999999999,342.0,310.9,312.0,342.0,296.0,2021-10-10 09:18:00,2021-10-11 05:55:00,4.150571936092742,1583.044,6570.538,1.738863636363636,30.67272727272728,239.26445454545456,313.8,315.0,330.0,313.8,2021-10-12 00:00:00,2021-10-12 06:00:00,2021-10-12 07:00:00,24.0,264.0,29.5,784.6,2021-10-12 11:44:01,2021-10-13 07:25:00,6569.476,6362.438,29.53,8.090950000000001,32.96499999999999,249.39,3.5970000000000004,30.135,290.0,289.8,289.9,290.0,270.0
T-A402,2021-10-07 00:00:00,2021-10-10 02:05:00,2021-10-10 03:05:00,52.0,270.0,30.6,785.0,2021-10-10 14:45:28,2021-10-11 10:22:00,6582.992,1687.552,30.53000000000001,8.40475,33.955,253.51650000000004,3.7065,30.329999999999995,285.0,280.0,282.5,285.0,280.0,2021-10-11 11:09:00,2021-10-12 07:23:00,3.8935181060813,1694.983,6599.447,2.146818181818182,30.368181818181814,228.96786363636363,310.5,313.8,325.0,293.0,2021-10-12 00:00:00,2021-10-13 07:30:00,2021-10-13 08:00:00,24.0,300.0,29.7,784.6,2021-10-21 20:06:47,2021-10-22 12:45:00,6556.98,2351.637,26.54117647058823,8.392176470588238,29.21764705882353,249.5858823529412,3.8105882352941176,28.62794117647059,257.0,261.4,261.4,266.0,257.0
T-A403,2021-09-25 00:00:00,2021-09-28 04:30:00,2021-09-28 05:30:00,72.0,264.0,30.2,784.8,2021-09-29 16:20:21,2021-09-30 12:03:00,6570.947,1586.603,30.08,8.266550000000002,33.660000000000004,254.46150000000003,3.498499999999999,30.472500000000004,285.0,278.8,285.0,290.0,278.8,2021-10-12 11:57:00,2021-10-13 11:27:00,6.891457379274839,963.428,6639.423,2.016857142857144,30.667857142857137,227.58876190476192,312.0,312.0,325.0,305.0,2021-10-13 00:00:00,2021-10-14 12:30:00,2021-10-14 13:00:00,25.0,285.0,30.1,784.6,2021-10-15 23:58:44,2021-10-16 13:16:00,4976.382,1677.904,29.95333333333333,8.221800000000002,33.55333333333333,249.918,3.632666666666667,29.825000000000003,295.0,293.6,293.6,295.0,293.6
T-A402,2021-10-07 00:00:00,2021-10-10 02:05:00,2021-10-10 03:05:00,52.0,270.0,30.6,785.0,2021-10-10 14:45:28,2021-10-11 10:22:00,6582.992,1687.552,30.53000000000001,8.40475,33.955,253.51650000000004,3.7065,30.329999999999995,285.0,280.0,282.5,285.0,280.0,2021-10-15 23:58:00,2021-10-16 03:53:00,1.4539355251458546,2057.019,2990.773,2.698333333333333,30.504166666666663,202.9078333333333,320.0,320.0,320.0,320.0,2021-10-16 00:00:00,2021-10-18 04:10:00,2021-10-18 05:00:00,32.0,290.0,28.7,784.6,2021-10-21 20:06:47,2021-10-22 12:45:00,6556.98,2351.637,26.54117647058823,8.392176470588238,29.21764705882353,249.5858823529412,3.8105882352941176,28.62794117647059,257.0,261.4,261.4,266.0,257.0
T-A402,2021-10-07 00:00:00,2021-10-10 02:05:00,2021-10-10 03:05:00,52.0,270.0,30.6,785.0,2021-10-10 14:45:28,2021-10-11 10:22:00,6582.992,1687.552,30.53000000000001,8.40475,33.955,253.51650000000004,3.7065,30.329999999999995,285.0,280.0,282.5,285.0,280.0,2021-10-16 04:33:00,2021-10-17 15:24:00,2.209116855380207,2992.896,6611.657,2.081702702702702,30.544594594594592,241.92367567567567,311.8,312.0,320.0,308.0,2021-10-23 00:00:00,2021-10-28 02:30:00,2021-10-28 03:30:00,77.0,280.0,25.5,786.7,2021-10-29 20:05:21,2021-10-30 15:50:00,6557.511,1608.456,25.331578947368424,8.38578947368421,28.80131578947368,253.6105263157894,3.628947368421053,27.92763157894737,288.0,291.1,290.0,293.0,283.0
T-A401,2021-10-12 00:00:00,2021-10-12 06:00:00,2021-10-12 07:00:00,24.0,264.0,29.5,784.6,2021-10-12 11:44:01,2021-10-13 07:25:00,6569.476,6362.438,29.53,8.090950000000001,32.96499999999999,249.39,3.5970000000000004,30.135,290.0,289.8,289.9,290.0,270.0,2021-10-19 21:19:00,2021-10-20 12:03:00,0.2835727391659789,5135.074,1456.167,2.074529411764705,29.957352941176467,239.34882352941176,324.7,326.0,330.0,310.0,2021-10-22 00:00:00,2021-10-25 03:30:00,2021-10-25 04:30:00,56.0,260.0,25.1,786.8,2021-10-27 17:05:04,2021-10-28 12:46:00,6605.044,1638.785,25.433333333333334,8.1045,28.92083333333333,244.275,3.483333333333333,27.875,305.0,300.8,302.9,305.0,300.8
T-A401,2021-10-12 00:00:00,2021-10-12 06:00:00,2021-10-12 07:00:00,24.0,264.0,29.5,784.6,2021-10-19 16:12:19,2021-10-20 11:41:00,6452.685,2318.295,28.145,8.45785,31.37375,254.8485,3.699,29.565,308.0,300.0,300.0,308.0,281.0,2021-10-21 21:24:00,2021-10-22 18:54:00,4.505241308509451,1468.908,6617.785,2.127478260869565,29.28152173913043,239.24408695652167,312.7,310.0,312.7,300.0,2021-10-22 00:00:00,2021-10-25 03:30:00,2021-10-25 04:30:00,56.0,260.0,25.1,786.8,2021-10-27 17:05:04,2021-10-28 12:46:00,6605.044,1638.785,25.433333333333334,8.1045,28.92083333333333,244.275,3.483333333333333,27.875,305.0,300.8,302.9,305.0,300.8
T-A402,2021-10-16 00:00:00,2021-10-18 04:10:00,2021-10-18 05:00:00,32.0,290.0,28.7,784.6,2021-10-21 20:06:47,2021-10-22 12:45:00,6556.98,2351.637,26.54117647058823,8.392176470588238,29.21764705882353,249.5858823529412,3.8105882352941176,28.62794117647059,257.0,261.4,261.4,266.0,257.0,2021-10-23 04:02:00,2021-10-23 21:23:00,1.8667116160051933,2353.761,4393.793,2.08285,29.09500000000001,225.643,306.4,300.0,306.4,290.0,2021-10-23 00:00:00,2021-10-28 02:30:00,2021-10-28 03:30:00,77.0,280.0,25.5,786.7,2021-10-29 20:05:21,2021-10-30 15:50:00,6557.511,1608.456,25.331578947368424,8.38578947368421,28.80131578947368,253.6105263157894,3.628947368421053,27.92763157894737,288.0,291.1,290.0,293.0,283.0
T-A403,2021-10-15 00:00:00,2021-10-20 06:50:00,2021-10-20 07:30:00,63.0,285.0,28.0,784.5,2021-10-22 16:10:43,2021-10-23 12:26:00,6511.497,1782.473,25.365,8.468349999999997,28.848750000000003,252.117,3.8015,28.785000000000007,274.0,309.2,309.2,328.0,274.0,2021-11-01 10:09:00,2021-11-02 16:34:00,4.375977873858225,1423.113,6227.511,1.3492727272727272,28.450757575757574,166.9466893939393,328.0,329.0,350.0,328.0,2021-11-02 00:00:00,2021-11-03 17:00:00,2021-11-03 18:00:00,92.5,210.0,25.5,786.7,2021-11-04 19:13:02,2021-11-05 16:04:00,6189.823,1181.061,26.53,8.102149999999998,30.192499999999995,244.84499999999997,3.6355,27.72000000000001,217.0,227.9,217.0,293.0,217.0
T-A404,2021-10-20 00:00:00,2021-10-23 02:00:00,2021-10-23 04:00:00,38.0,295.0,25.8,784.5,2021-10-26 20:26:00,2021-10-27 16:02:00,6535.246,1551.132,24.17,8.298350000000003,28.1075,253.6425,3.563000000000001,28.402499999999996,282.0,287.5,284.8,287.5,282.0,2021-11-02 18:12:00,2021-11-03 08:48:00,3.258650309123998,1549.54,5049.409,1.9208235294117648,28.59558823529412,212.04076470588237,370.0,370.0,396.0,370.0,2021-11-03 00:00:00,2021-11-05 04:50:00,2021-11-05 05:50:00,33.0,295.0,26.7,787.4,2021-11-05 18:34:01,2021-11-06 15:09:00,6640.354,1636.598,26.605,8.2391,30.3775,246.21750000000003,3.726,27.524999999999988,300.0,298.8,300.0,303.0,298.8
T-A401,2021-10-22 00:00:00,2021-10-25 03:30:00,2021-10-25 04:30:00,56.0,260.0,25.1,786.8,2021-10-27 17:05:04,2021-10-28 12:46:00,6605.044,1638.785,25.433333333333334,8.1045,28.92083333333333,244.275,3.483333333333333,27.875,305.0,300.8,302.9,305.0,300.8,2021-11-03 21:47:00,2021-11-04 18:57:00,4.191441171176576,1600.032,6706.44,1.917565217391304,28.78369565217392,245.0866956521739,373.5,373.5,373.5,373.5,2021-11-08 00:00:00,2021-11-10 02:00:00,2021-11-10 03:30:00,37.0,290.0,25.6,789.7,2021-11-18 19:48:59,2021-11-19 13:32:00,5771.583,1637.724,24.784210526315796,7.934473684210526,28.43947368421052,235.8521052631579,3.707368421052632,26.348684210526308,272.0,271.2,272.0,275.0,271.2
T-A402,2021-10-23 00:00:00,2021-10-28 02:30:00,2021-10-28 03:30:00,77.0,280.0,25.5,786.7,2021-10-29 20:05:21,2021-10-30 15:50:00,6557.511,1608.456,25.331578947368424,8.38578947368421,28.80131578947368,253.6105263157894,3.628947368421053,27.92763157894737,288.0,291.1,290.0,293.0,283.0,2021-11-04 18:57:00,2021-11-05 10:51:00,2.699966087847889,1556.964,4203.75,1.9561764705882356,28.85147058823529,237.37929411764705,334.0,340.0,352.0,256.1,2021-11-05 00:00:00,2021-11-07 02:00:00,2021-11-07 03:00:00,34.0,300.0,26.5,787.8,2021-11-07 16:26:01,2021-11-08 16:24:00,6650.409,1648.269,27.133333333333344,8.130095238095237,30.56904761904762,243.9771428571428,3.703809523809524,27.446428571428573,289.0,295.8,292.9,305.0,289.0
